"f" "voor" "ref" "hyp"
"6682" "07072022_result.TextGrid" 279 "sest" "sest"
"6683" "07072022_result.TextGrid" 279 "tavaliselt" "tavaliselt"
"6684" "07072022_result.TextGrid" 279 "bämmil" "bämmil"
"6685" "07072022_result.TextGrid" 279 "meil" "meil"
"6686" "07072022_result.TextGrid" 279 "oli" "oli"
"6687" "07072022_result.TextGrid" 279 "nagu" "nagu"
"6688" "07072022_result.TextGrid" 279 "sihuke" "niisugune"
"6689" "07072022_result.TextGrid" 279 "noh" "noh"
"6690" "07072022_result.TextGrid" 280 "ma" "ma"
"6691" "07072022_result.TextGrid" 280 "ei" "ei"
"6692" "07072022_result.TextGrid" 280 "tea" "tea"
"6693" "07072022_result.TextGrid" 280 "selle" "selle"
"6694" "07072022_result.TextGrid" 280 "hetkeni" "hetkeni"
"6695" "07072022_result.TextGrid" 280 "võibolla" "võibolla"
"6696" "07072022_result.TextGrid" 280 "mingi" "mingi"
"6697" "07072022_result.TextGrid" 280 "sada" "sada"
"6698" "07072022_result.TextGrid" 280 "inimest" "inimest"
"6699" "07072022_result.TextGrid" 280 "nagu" "nagu"
"6700" "07072022_result.TextGrid" 280 "korraga" "korraga"
"6701" "07072022_result.TextGrid" 280 "võibolla" "võibolla"
"6702" "07072022_result.TextGrid" 280 "mingi" "mingi"
"6703" "07072022_result.TextGrid" 280 "sada" "sada"
"6704" "07072022_result.TextGrid" 280 "viiskümmend" "viiskümmend"
"6705" "07072022_result.TextGrid" 280 "kakssada" "kakssada"
"6706" "07072022_result.TextGrid" 280 "kogu" "kogu"
"6707" "07072022_result.TextGrid" 280 "õhtu" "õhtu"
"6708" "07072022_result.TextGrid" 280 "peale" "peale"
"6709" "07072022_result.TextGrid" 280 "oli" "oli"
"6710" "07072022_result.TextGrid" 280 "nagu" "nagu"
"6711" "07072022_result.TextGrid" 280 "maksimum" "maksimum"
"6712" "07072022_result.TextGrid" 280 "mis" "mis"
"6713" "07072022_result.TextGrid" 280 "oli" "li"
"6714" "07072022_result.TextGrid" 280 "olnud" "olnud"
"6715" "07072022_result.TextGrid" 280 "mhmh" "####"
"6716" "07072022_result.TextGrid" 281 "et" "et"
"6717" "07072022_result.TextGrid" 281 "see" "see"
"6718" "07072022_result.TextGrid" 281 "oli" "oli"
"6719" "07072022_result.TextGrid" 281 "no" "####"
"6720" "07072022_result.TextGrid" 281 "ma" "####"
"6721" "07072022_result.TextGrid" 281 "arvan" "####"
"6722" "07072022_result.TextGrid" 281 "et" "####"
"6723" "07072022_result.TextGrid" 281 "sihuke" "niisugune"
"6724" "07072022_result.TextGrid" 281 "särav" "särav"
"6725" "07072022_result.TextGrid" 281 "mälestus" "mälestus"
"6726" "07072022_result.TextGrid" 281 "kes" "####"
"6727" "07072022_result.TextGrid" 281 "on" "####"
"6728" "07072022_result.TextGrid" 281 "sofia" "####"
"6729" "07072022_result.TextGrid" 281 "rubina" "####"
"6730" "07072022_result.TextGrid" 281 "jaa" "####"
"6731" "07072022_result.TextGrid" 281 "sofia" "####"
"6732" "07072022_result.TextGrid" 281 "rubina" "####"
"6733" "07072022_result.TextGrid" 281 "on" "####"
"6734" "07072022_result.TextGrid" 281 "üks" "####"
"6735" "07072022_result.TextGrid" 281 "eesti" "####"
"6736" "07072022_result.TextGrid" 281 "laulja" "####"
"6737" "07072022_result.TextGrid" 281 "laulja" "####"
"6738" "07072022_result.TextGrid" 282 "sihuke" "niisugune"
"6739" "07072022_result.TextGrid" 283 "ma" "ma"
"6740" "07072022_result.TextGrid" 283 "mõtleks" "mõtleks"
"6741" "07072022_result.TextGrid" 283 "sihuke" "ka"
"6742" "07072022_result.TextGrid" 283 "mingi" "mingi"
"6743" "07072022_result.TextGrid" 283 "pop" "####"
"6744" "07072022_result.TextGrid" 283 "džäss" "popdžäss"
"6745" "07072022_result.TextGrid" 283 "laulja" "laulja"
"6746" "07072022_result.TextGrid" 283 "ta" "ta"
"6747" "07072022_result.TextGrid" 283 "pigem" "pigem"
"6748" "07072022_result.TextGrid" 283 "nagu" "nagu"
"6749" "07072022_result.TextGrid" 283 "jah" "jah"
"6750" "07072022_result.TextGrid" 283 "sihuke" "niisugune"
"6751" "07072022_result.TextGrid" 283 "high" "hi"
"6752" "07072022_result.TextGrid" 283 "brow" "brow"
"6753" "07072022_result.TextGrid" 283 "aga" "aga"
"6754" "07072022_result.TextGrid" 283 "ilmselt" "et"
"6755" "07072022_result.TextGrid" 283 "nagu" "sealt"
"6756" "07072022_result.TextGrid" 283 "pop" "nagu"
"6757" "07072022_result.TextGrid" 283 "ma" "ma"
"6758" "07072022_result.TextGrid" 283 "ei" "ei"
"6759" "07072022_result.TextGrid" 283 "ole" "ole"
"6760" "07072022_result.TextGrid" 283 "tast" "tast"
"6761" "07072022_result.TextGrid" 283 "kuulnud" "kuulnud"
"6762" "07072022_result.TextGrid" 283 "muidugi" "muidugi"
"6763" "07072022_result.TextGrid" 283 "väga" "väga"
"6764" "07072022_result.TextGrid" 283 "pikalt" "pikalt"
"6765" "07072022_result.TextGrid" 283 "midagi" "midagi"
"6766" "07072022_result.TextGrid" 283 "aga" "aga"
"6767" "07072022_result.TextGrid" 283 "pikalt" "pikalt"
"6768" "07072022_result.TextGrid" 283 "ei" "ei"
"6769" "07072022_result.TextGrid" 283 "ole" "ole"
"6770" "07072022_result.TextGrid" 283 "jah" "jah"
"6771" "07072022_result.TextGrid" 283 "aga" "aga"
"6772" "07072022_result.TextGrid" 283 "just" "just"
"6773" "07072022_result.TextGrid" 283 "too" "too"
"6774" "07072022_result.TextGrid" 283 "hetk" "hetk"
"6775" "07072022_result.TextGrid" 283 "ma" "ma"
"6776" "07072022_result.TextGrid" 283 "ütleks" "ütleks"
"6777" "07072022_result.TextGrid" 283 "et" "et"
"6778" "07072022_result.TextGrid" 283 "ta" "ta"
"6779" "07072022_result.TextGrid" 283 "on" "on"
"6780" "07072022_result.TextGrid" 283 "nagu" "nagu"
"6781" "07072022_result.TextGrid" 283 "ta" "ta"
"6782" "07072022_result.TextGrid" 283 "on" "on"
"6783" "07072022_result.TextGrid" 283 "nagu" "nagu"
"6784" "07072022_result.TextGrid" 283 "eesti" "eesti"
"6785" "07072022_result.TextGrid" 284 "nagu" "nagu"
"6786" "07072022_result.TextGrid" 284 "eesti" "eesti"
"6787" "07072022_result.TextGrid" 284 "beth" "####"
"6788" "07072022_result.TextGrid" 284 "ditto" "####"
"6789" "07072022_result.TextGrid" 284 "kind" "####"
"6790" "07072022_result.TextGrid" 284 "of" "peth"
"6791" "07072022_result.TextGrid" 284 "okei" "dec"
"6792" "07072022_result.TextGrid" 285 "nagu" "nagu"
"6793" "07072022_result.TextGrid" 285 "natuke" "natuke"
"6794" "07072022_result.TextGrid" 285 "teist" "teist"
"6795" "07072022_result.TextGrid" 285 "noh" "noh"
"6796" "07072022_result.TextGrid" 285 "wow" "####"
"6797" "07072022_result.TextGrid" 285 "okei" "####"
"6798" "07072022_result.TextGrid" 285 "laulmisstiili" "laulmisstiili"
"6799" "07072022_result.TextGrid" 285 "poolest" "poolest"
"6800" "07072022_result.TextGrid" 285 "natuke" "natuke"
"6801" "07072022_result.TextGrid" 285 "teistsugune" "teistsugune"
"6802" "07072022_result.TextGrid" 285 "aga" "aga"
"6803" "07072022_result.TextGrid" 285 "näiteks" "näiteks"
"6804" "07072022_result.TextGrid" 285 "kui" "kui"
"6805" "07072022_result.TextGrid" 285 "beth" "####"
"6806" "07072022_result.TextGrid" 285 "ditto" "peterja"
"6807" "07072022_result.TextGrid" 285 "tegi" "tegi"
"6808" "07072022_result.TextGrid" 285 "simian" "simi"
"6809" "07072022_result.TextGrid" 285 "mobile" "mobile"
"6810" "07072022_result.TextGrid" 285 "discoga" "deskaga"
"6811" "07072022_result.TextGrid" 285 "selle" "selle"
"6812" "07072022_result.TextGrid" 285 "albumi" "albumi"
"6813" "07072022_result.TextGrid" 285 "kus" "kus"
"6814" "07072022_result.TextGrid" 285 "see" "see"
"6815" "07072022_result.TextGrid" 285 "on" "on"
"6816" "07072022_result.TextGrid" 285 "see" "see"
"6817" "07072022_result.TextGrid" 285 "open" "open"
"6818" "07072022_result.TextGrid" 285 "heart" "####"
"6819" "07072022_result.TextGrid" 285 "surgery" "####"
"6820" "07072022_result.TextGrid" 285 "ja" "herd"
"6821" "07072022_result.TextGrid" 285 "ja" "sergei"
"6822" "07072022_result.TextGrid" 285 "ja" "ja"
"6823" "07072022_result.TextGrid" 285 "cruel" "####"
"6824" "07072022_result.TextGrid" 285 "cruel" "####"
"6825" "07072022_result.TextGrid" 285 "intentions" "####"
"6826" "07072022_result.TextGrid" 285 "ja" "ja"
"6827" "07072022_result.TextGrid" 285 "sihuke" "####"
"6828" "07072022_result.TextGrid" 285 "no" "####"
"6829" "07072022_result.TextGrid" 285 "see" "####"
"6830" "07072022_result.TextGrid" 285 "on" "####"
"6831" "07072022_result.TextGrid" 285 "väga" "####"
"6832" "07072022_result.TextGrid" 285 "sihuke" "####"
"6833" "07072022_result.TextGrid" 286 "ja" "ja"
"6834" "07072022_result.TextGrid" 286 "sofial" "sofil"
"6835" "07072022_result.TextGrid" 286 "just" "just"
"6836" "07072022_result.TextGrid" 286 "tuli" "tuli"
"6837" "07072022_result.TextGrid" 286 "album" "album"
"6838" "07072022_result.TextGrid" 286 "välja" "välja"
"6839" "07072022_result.TextGrid" 286 "mis" "mis"
"6840" "07072022_result.TextGrid" 286 "oli" "oli"
"6841" "07072022_result.TextGrid" 286 "väga" "väga"
"6842" "07072022_result.TextGrid" 286 "sihuke" "niisugune"
"6843" "07072022_result.TextGrid" 286 "pop" "pop"
"6844" "07072022_result.TextGrid" 286 "džäss" "džäss"
"6845" "07072022_result.TextGrid" 286 "nagu" "nagu"
"6846" "07072022_result.TextGrid" 286 "elektrooniline" "elektrooniline"
"6847" "07072022_result.TextGrid" 286 "et" "####"
"6848" "07072022_result.TextGrid" 286 "siis" "siis"
"6849" "07072022_result.TextGrid" 286 "kui" "kui"
"6850" "07072022_result.TextGrid" 286 "me" "me"
"6851" "07072022_result.TextGrid" 286 "teda" "teda"
"6852" "07072022_result.TextGrid" 286 "kutsusime" "kutsusime"
"6853" "07072022_result.TextGrid" 286 "mhmh" "####"
"6854" "07072022_result.TextGrid" 286 "aga" "aga"
"6855" "07072022_result.TextGrid" 286 "ta" "ta"
"6856" "07072022_result.TextGrid" 286 "on" "on"
"6857" "07072022_result.TextGrid" 286 "väga" "väga"
"6858" "07072022_result.TextGrid" 286 "sihuke" "selline"
"6859" "07072022_result.TextGrid" 286 "mingi" "mingi"
"6860" "07072022_result.TextGrid" 286 "a" "####"
"6861" "07072022_result.TextGrid" 286 "noh" "noh"
"6862" "07072022_result.TextGrid" 286 "sihuke" "selline"
"6863" "07072022_result.TextGrid" 286 "ally" "alli"
"6864" "07072022_result.TextGrid" 286 "ja" "ja"
"6865" "07072022_result.TextGrid" 286 "okei" "####"
"6866" "07072022_result.TextGrid" 286 "väga" "####"
"6867" "07072022_result.TextGrid" 286 "all" "####"
"6868" "07072022_result.TextGrid" 286 "all" "####"
"6869" "07072022_result.TextGrid" 286 "about" "ale"
"6870" "07072022_result.TextGrid" 286 "the" "pate"
"6871" "07072022_result.TextGrid" 286 "gays" "gase"
"6872" "07072022_result.TextGrid" 287 "aga" "aga"
"6873" "07072022_result.TextGrid" 287 "no" "no"
"6874" "07072022_result.TextGrid" 287 "ongi" "ongi"
"6875" "07072022_result.TextGrid" 287 "teis" "teist"
"6876" "07072022_result.TextGrid" 287 "teised" "teised"
"6877" "07072022_result.TextGrid" 287 "ma" "ma"
"6878" "07072022_result.TextGrid" 287 "ütleks" "ütleks"
"6879" "07072022_result.TextGrid" 287 "ka" "ka"
"6880" "07072022_result.TextGrid" 287 "need" "need"
"6881" "07072022_result.TextGrid" 287 "mis" "mis"
"6882" "07072022_result.TextGrid" 287 "on" "on"
"6883" "07072022_result.TextGrid" 287 "nagu" "nagu"
"6884" "07072022_result.TextGrid" 287 "pride'i" "pridi"
"6885" "07072022_result.TextGrid" 287 "ajal" "ja"
"6886" "07072022_result.TextGrid" 287 "svetas" "alsvetas"
"6887" "07072022_result.TextGrid" 287 "olnud" "olnud"
"6888" "07072022_result.TextGrid" 287 "on" "on"
"6889" "07072022_result.TextGrid" 287 "ka" "ka"
"6890" "07072022_result.TextGrid" 287 "väga" "väga"
"6891" "07072022_result.TextGrid" 288 "meeldivad" "meeldivad"
"6892" "07072022_result.TextGrid" 288 "ja" "ja"
"6893" "07072022_result.TextGrid" 288 "mõnusad" "mõnusad"
"6894" "07072022_result.TextGrid" 288 "ja" "ja"
"6895" "07072022_result.TextGrid" 288 "võibolla" "võibolla"
"6896" "07072022_result.TextGrid" 288 "bämmi" "bammi"
"6897" "07072022_result.TextGrid" 288 "väliselt" "väliselt"
"6898" "07072022_result.TextGrid" 288 "kui" "kui"
"6899" "07072022_result.TextGrid" 288 "me" "me"
"6900" "07072022_result.TextGrid" 288 "oleme" "oleme"
"6901" "07072022_result.TextGrid" 289 "mis" "mis"
"6902" "07072022_result.TextGrid" 289 "on" "on"
"6903" "07072022_result.TextGrid" 289 "kind" "####"
"6904" "07072022_result.TextGrid" 289 "of" "kaine"
"6905" "07072022_result.TextGrid" 289 "nagu" "nagu"
"6906" "07072022_result.TextGrid" 289 "bämm" "bämm"
"6907" "07072022_result.TextGrid" 289 "aga" "aga"
"6908" "07072022_result.TextGrid" 289 "ei" "ei"
"6909" "07072022_result.TextGrid" 289 "ole" "ole"
"6910" "07072022_result.TextGrid" 289 "bämm" "####"
"6911" "07072022_result.TextGrid" 289 "kui" "####"
"6912" "07072022_result.TextGrid" 289 "me" "####"
"6913" "07072022_result.TextGrid" 289 "oleme" "m"
"6914" "07072022_result.TextGrid" 289 "neid" "neid"
"6915" "07072022_result.TextGrid" 289 "queer" "kui"
"6916" "07072022_result.TextGrid" 289 "showcase" "sokase"
"6917" "07072022_result.TextGrid" 289 "teinud" "teinud"
"6918" "07072022_result.TextGrid" 289 "mhmh" "####"
"6919" "07072022_result.TextGrid" 289 "mhmh" "####"
"6920" "07072022_result.TextGrid" 289 "need" "need"
"6921" "07072022_result.TextGrid" 289 "on" "on"
"6922" "07072022_result.TextGrid" 289 "ka" "ka"
"6923" "07072022_result.TextGrid" 289 "sihukesed" "niisugused"
"6924" "07072022_result.TextGrid" 289 "mis" "mis"
"6925" "07072022_result.TextGrid" 289 "mul" "mul"
"6926" "07072022_result.TextGrid" 289 "on" "on"
"6927" "07072022_result.TextGrid" 289 "nagu" "nagu"
"6928" "07072022_result.TextGrid" 289 "südamelähedased" "südamelähedased"
"6929" "07072022_result.TextGrid" 290 "ma" "ma"
"6930" "07072022_result.TextGrid" 290 "arvan" "arvan"
"6931" "07072022_result.TextGrid" 290 "et" "et"
"6932" "07072022_result.TextGrid" 290 "on" "on"
"6933" "07072022_result.TextGrid" 290 "kutsuda" "kutsuda"
"6934" "07072022_result.TextGrid" 290 "rohkem" "rohkem"
"6935" "07072022_result.TextGrid" 290 "kindlasti" "kindlasti"
"6936" "07072022_result.TextGrid" 290 "kui" "kui"
"6937" "07072022_result.TextGrid" 290 "isegi" "isegi"
"6938" "07072022_result.TextGrid" 290 "mõt" "####"
"6939" "07072022_result.TextGrid" 290 "rohkem" "rohkem"
"6940" "07072022_result.TextGrid" 290 "kui" "kui"
"6941" "07072022_result.TextGrid" 290 "aasta" "aasta"
"6942" "07072022_result.TextGrid" 290 "aega" "aega"
"6943" "07072022_result.TextGrid" 290 "tagasi" "tagasi"
"6944" "07072022_result.TextGrid" 290 "rohkem" "rohkem"
"6945" "07072022_result.TextGrid" 290 "kui" "kui"
"6946" "07072022_result.TextGrid" 290 "paar" "paar"
"6947" "07072022_result.TextGrid" 290 "aastat" "aastat"
"6948" "07072022_result.TextGrid" 290 "tagasi" "tagasi"
"6949" "07072022_result.TextGrid" 290 "palju" "palju"
"6950" "07072022_result.TextGrid" 290 "rohkem" "rohkem"
"6951" "07072022_result.TextGrid" 290 "kui" "kui"
"6952" "07072022_result.TextGrid" 290 "viis" "viis"
"6953" "07072022_result.TextGrid" 290 "aastat" "aastat"
"6954" "07072022_result.TextGrid" 290 "tagasi" "tagasi"
"6955" "07072022_result.TextGrid" 290 "mhmh" "####"
"6956" "07072022_result.TextGrid" 290 "siis" "siis"
"6957" "07072022_result.TextGrid" 290 "ei" "ei"
"6958" "07072022_result.TextGrid" 290 "olnud" "olnud"
"6959" "07072022_result.TextGrid" 290 "mitte" "mitte"
"6960" "07072022_result.TextGrid" 290 "kedagi" "kedagi"
"6961" "07072022_result.TextGrid" 291 "no" "no"
"6962" "07072022_result.TextGrid" 291 "see" "see"
"6963" "07072022_result.TextGrid" 291 "on" "on"
"6964" "07072022_result.TextGrid" 291 "ju" "ju"
"6965" "07072022_result.TextGrid" 291 "eriti" "eriti"
"6966" "07072022_result.TextGrid" 291 "hea" "hea"
"6967" "07072022_result.TextGrid" 291 "aeg" "aeg"
"6968" "07072022_result.TextGrid" 291 "minu" "minu"
"6969" "07072022_result.TextGrid" 291 "meelest" "meelest"
"6970" "07072022_result.TextGrid" 291 "teha" "teha"
"6971" "07072022_result.TextGrid" 291 "ma" "####"
"6972" "07072022_result.TextGrid" 291 "oleks" "####"
"6973" "07072022_result.TextGrid" 291 "ma" "####"
"6974" "07072022_result.TextGrid" 291 "oleks" "####"
"6975" "07072022_result.TextGrid" 291 "full" "####"
"6976" "07072022_result.TextGrid" 291 "time" "####"
"6977" "07072022_result.TextGrid" 291 "drag" "####"
"6978" "07072022_result.TextGrid" 291 "queen" "####"
"6979" "07072022_result.TextGrid" 291 "kui" "####"
"6980" "07072022_result.TextGrid" 291 "ma" "ma"
"6981" "07072022_result.TextGrid" 291 "saaks" "####"
"6982" "07072022_result.TextGrid" 291 "olla" "####"
"6983" "07072022_result.TextGrid" 291 "lihtsalt" "####"
"6984" "07072022_result.TextGrid" 291 "housewife" "####"
"6985" "07072022_result.TextGrid" 291 "see" "####"
"6986" "07072022_result.TextGrid" 291 "oleks" "oleks"
"6987" "07072022_result.TextGrid" 291 "nii" "####"
"6988" "07072022_result.TextGrid" 291 "easy" "####"
"6989" "07072022_result.TextGrid" 291 "amazing" "####"
"6990" "07072022_result.TextGrid" 292 "mul" "mul"
"6991" "07072022_result.TextGrid" 292 "ei" "ei"
"6992" "07072022_result.TextGrid" 292 "ole" "ole"
"6993" "07072022_result.TextGrid" 292 "midagi" "midagi"
"6994" "07072022_result.TextGrid" 292 "muud" "muud"
"6995" "07072022_result.TextGrid" 292 "teha" "teha"
"6996" "07072022_result.TextGrid" 292 "sure" "####"
"6997" "07072022_result.TextGrid" 292 "jah" "####"
"6998" "07072022_result.TextGrid" 292 "et" "####"
"6999" "07072022_result.TextGrid" 293 "mingi" "mingi"
"7000" "07072022_result.TextGrid" 293 "mukin" "mukin"
"7001" "07072022_result.TextGrid" 293 "ennast" "ennast"
"7002" "07072022_result.TextGrid" 293 "kodus" "kodus"
"7003" "07072022_result.TextGrid" 293 "ja" "####"
"7004" "07072022_result.TextGrid" 293 "mõtlen" "mõtlen"
"7005" "07072022_result.TextGrid" 293 "showsid" "show"
"7006" "07072022_result.TextGrid" 293 "välja" "sid"
"7007" "07072022_result.TextGrid" 293 "jah" "välja"
"7008" "07072022_result.TextGrid" 294 "mu" "mu"
"7009" "07072022_result.TextGrid" 294 "põhiprobleem" "põhiprobleem"
"7010" "07072022_result.TextGrid" 294 "on" "on"
"7011" "07072022_result.TextGrid" 294 "see" "see"
"7012" "07072022_result.TextGrid" 294 "et" "et"
"7013" "07072022_result.TextGrid" 294 "ma" "ma"
"7014" "07072022_result.TextGrid" 294 "mul" "mul"
"7015" "07072022_result.TextGrid" 294 "lihtsalt" "lihtsalt"
"7016" "07072022_result.TextGrid" 294 "ainukene" "ainukene"
"7017" "07072022_result.TextGrid" 294 "moment" "moment"
"7018" "07072022_result.TextGrid" 294 "kui" "kui"
"7019" "07072022_result.TextGrid" 294 "ma" "ma"
"7020" "07072022_result.TextGrid" 294 "reaalselt" "reaalselt"
"7021" "07072022_result.TextGrid" 294 "tegelen" "tegelen"
"7022" "07072022_result.TextGrid" 294 "dragiga" "traäkiga"
"7023" "07072022_result.TextGrid" 294 "on" "on"
"7024" "07072022_result.TextGrid" 294 "siis" "siis"
"7025" "07072022_result.TextGrid" 294 "kui" "kui"
"7026" "07072022_result.TextGrid" 294 "ma" "ma"
"7027" "07072022_result.TextGrid" 294 "tean" "tean"
"7028" "07072022_result.TextGrid" 294 "et" "et"
"7029" "07072022_result.TextGrid" 294 "bämm" "ämm"
"7030" "07072022_result.TextGrid" 294 "tuleb" "tuleb"
"7031" "07072022_result.TextGrid" 294 "ja" "ja"
"7032" "07072022_result.TextGrid" 294 "mul" "mul"
"7033" "07072022_result.TextGrid" 294 "on" "on"
"7034" "07072022_result.TextGrid" 294 "vaja" "vaja"
"7035" "07072022_result.TextGrid" 294 "mhmh" "####"
"7036" "07072022_result.TextGrid" 294 "aga" "aga"
"7037" "07072022_result.TextGrid" 294 "mujal" "mujal"
"7038" "07072022_result.TextGrid" 294 "muidu" "muidu"
"7039" "07072022_result.TextGrid" 294 "lihtsalt" "lihtsalt"
"7040" "07072022_result.TextGrid" 294 "no" "####"
"7041" "07072022_result.TextGrid" 294 "eks" "####"
"7042" "07072022_result.TextGrid" 294 "vahel" "vahel"
"7043" "07072022_result.TextGrid" 294 "laisk" "laisk"
"7044" "07072022_result.TextGrid" 294 "ka" "ka"
"7045" "07072022_result.TextGrid" 294 "aga" "####"
"7046" "07072022_result.TextGrid" 294 "aga" "aga"
"7047" "07072022_result.TextGrid" 295 "no" "no"
"7048" "07072022_result.TextGrid" 295 "mõtle" "####"
"7049" "07072022_result.TextGrid" 295 "ma" "####"
"7050" "07072022_result.TextGrid" 295 "ei" "####"
"7051" "07072022_result.TextGrid" 295 "wishful" "wastfal"
"7052" "07072022_result.TextGrid" 295 "thinking" "thinking"
"7053" "07072022_result.TextGrid" 295 "ma" "ma"
"7054" "07072022_result.TextGrid" 295 "arvan" "arvan"
"7055" "07072022_result.TextGrid" 295 "et" "et"
"7056" "07072022_result.TextGrid" 295 "pigem" "####"
"7057" "07072022_result.TextGrid" 295 "pigem" "pigem"
"7058" "07072022_result.TextGrid" 295 "ennem" "####"
"7059" "07072022_result.TextGrid" 295 "kui" "####"
"7060" "07072022_result.TextGrid" 295 "drag" "####"
"7061" "07072022_result.TextGrid" 295 "race" "####"
"7062" "07072022_result.TextGrid" 295 "estonia" "####"
